i,top_vasculature_percent,bottom_vasculature_percent
650,10.11199951171875,12.9791259765625
651,6.52008056640625,11.48834228515625
652,8.09478759765625,13.427734375
653,27.91290283203125,13.98468017578125
654,18.65081787109375,13.04931640625
655,12.1673583984375,6.24542236328125
656,15.826416015625,8.99658203125
657,15.093994140625,12.78228759765625
658,12.85552978515625,8.43658447265625
659,14.74151611328125,12.0330810546875
660,6.2957763671875,16.1224365234375
661,10.00518798828125,9.4482421875
662,15.37322998046875,10.25543212890625
663,2.239990234375,14.1754150390625
664,1.9317626953125,10.40191650390625
665,7.1868896484375,16.46575927734375
666,6.94732666015625,6.03790283203125
667,6.22711181640625,8.76617431640625
668,4.2236328125,14.0045166015625
669,6.5399169921875,5.57403564453125
670,6.1492919921875,5.67474365234375
671,9.527587890625,10.400390625
672,21.9635009765625,10.29205322265625
673,5.5419921875,8.05206298828125
674,8.9111328125,12.884521484375
675,17.88177490234375,9.5947265625
676,5.14373779296875,10.2325439453125
677,5.52825927734375,14.56451416015625
678,10.71929931640625,9.94873046875
679,5.206298828125,9.197998046875
680,12.95928955078125,14.19830322265625
681,20.2117919921875,11.8011474609375
682,22.3358154296875,23.7579345703125
683,6.99920654296875,9.5245361328125
684,9.8175048828125,11.21826171875
685,9.417724609375,12.53814697265625
686,5.65338134765625,20.5047607421875
687,9.01336669921875,13.09356689453125
688,6.9122314453125,12.58697509765625
689,9.0179443359375,7.08770751953125
690,7.5164794921875,5.69000244140625
691,22.161865234375,14.947509765625
692,10.08453369140625,13.55743408203125
693,15.4205322265625,18.27850341796875
694,17.53387451171875,20.05615234375
695,22.1038818359375,13.42315673828125
696,19.7998046875,16.91741943359375
697,17.94586181640625,18.40057373046875
698,11.09619140625,4.23583984375
